farmer_id,date,type,amount_rwf,receiver,sender,fee_rwf
F001,2025-09-24,PAYMENT,500,44711873,250793116739,0
F001,2025-09-24,TRANSFER,1900,250792596750,250793116739,100
F001,2025-09-25,PAYMENT,500,44711873,250793116739,0
F001,2025-09-26,PAYMENT,1500,44711873,250793116739,0
F001,2025-09-26,PAYMENT,3000,49936578,250793116739,0
F001,2025-09-28,PAYMENT,5700,49936578,250793116739,0
F001,2025-10-02,TRANSFER,3000,250793116739,250791640967,0
F001,2025-10-03,PAYMENT,5300,49936578,250793116739,0
F001,2025-10-04,TRANSFER,59000,250793116739,250788777572,0
F001,2025-10-05,TRANSFER,5000,250789146316,250793116739,100
F001,2025-10-05,PAYMENT,500,44711873,250793116739,0
F001,2025-10-07,PAYMENT,500,44711873,250793116739,0
F001,2025-10-07,TRANSFER,4400,250793177934,250793116739,100
F001,2025-10-08,PAYMENT,27000,44852685,250793116739,0
F001,2025-10-09,PAYMENT,2000,44711873,250793116739,0
F001,2025-10-13,PAYMENT,1500,44711873,250793116739,0
F001,2025-10-14,PAYMENT,3600,49936578,250793116739,0
F001,2025-10-15,PAYMENT,1500,44711873,250793116739,0
F001,2025-10-15,TRANSFER,5900,250788297571,250793116739,100
F001,2025-10-16,PAYMENT,1000,44711873,250793116739,0
F001,2025-10-17,TRANSFER,4700,250793663686,250793116739,100
F001,2025-10-19,PAYMENT,3100,49936578,250793116739,0
F001,2025-10-20,PAYMENT,2700,49936578,250793116739,0
F001,2025-10-21,PAYMENT,2000,44711873,250793116739,0
F001,2025-10-22,PAYMENT,6500,49936578,250793116739,0
F001,2025-10-22,TRANSFER,5600,250790097923,250793116739,100
F001,2025-10-24,PAYMENT,2000,23439167,250793116739,0
F001,2025-10-24,PAYMENT,6900,49936578,250793116739,0
F001,2025-10-27,PAYMENT,1500,44711873,250793116739,0
F001,2025-10-27,TRANSFER,2400,250793325498,250793116739,100
F001,2025-10-28,TRANSFER,2300,250789154511,250793116739,100
F001,2025-11-02,PAYMENT,3000,44711873,250793116739,0
F001,2025-11-03,TRANSFER,60000,250793116739,250788777572,0
F001,2025-11-03,PAYMENT,500,44711873,250793116739,0
F001,2025-11-05,PAYMENT,500,44711873,250793116739,0
F001,2025-11-05,PAYMENT,3600,49936578,250793116739,0
F001,2025-11-06,TRANSFER,7600,250793116739,250793543118,0
F001,2025-11-08,PAYMENT,2000,44711873,250793116739,0
F001,2025-11-08,PAYMENT,7200,49936578,250793116739,0
F001,2025-11-08,TRANSFER,4800,250793116739,250788584482,0
F001,2025-11-08,TRANSFER,18000,250793116739,250792091161,0
F001,2025-11-09,TRANSFER,5000,250789146316,250793116739,100
F001,2025-11-09,PAYMENT,1600,49936578,250793116739,0
F001,2025-11-10,PAYMENT,1100,49936578,250793116739,0
F001,2025-11-12,PAYMENT,500,44711873,250793116739,0
F001,2025-11-13,PAYMENT,3000,44711873,250793116739,0
F001,2025-11-13,PAYMENT,4800,49936578,250793116739,0
F001,2025-11-14,TRANSFER,2100,250793730180,250793116739,100
F001,2025-11-15,PAYMENT,6100,49936578,250793116739,0
F001,2025-11-15,TRANSFER,3600,250791419066,250793116739,100
F001,2025-11-16,PAYMENT,2000,44711873,250793116739,0
F001,2025-11-17,PAYMENT,1000,44711873,250793116739,0
F001,2025-11-19,PAYMENT,1500,44711873,250793116739,0
F001,2025-11-19,TRANSFER,2500,250789687926,250793116739,100
F001,2025-11-21,PAYMENT,2500,23439167,250793116739,0
F001,2025-11-21,PAYMENT,5600,49936578,250793116739,0
F001,2025-11-21,TRANSFER,500,250788816232,250793116739,20
F001,2025-11-22,PAYMENT,1800,49936578,250793116739,0
F001,2025-12-04,TRANSFER,60000,250793116739,250788777572,0
F001,2025-12-04,TRANSFER,4300,250793556932,250793116739,100
F001,2025-12-05,PAYMENT,1600,49936578,250793116739,0
F001,2025-12-05,TRANSFER,5100,250792332711,250793116739,100
F001,2025-12-07,TRANSFER,5000,250789146316,250793116739,100
F001,2025-12-07,PAYMENT,3000,49936578,250793116739,0
F001,2025-12-09,PAYMENT,1500,44711873,250793116739,0
F001,2025-12-09,PAYMENT,4000,49936578,250793116739,0
F001,2025-12-12,PAYMENT,3300,49936578,250793116739,0
F001,2025-12-13,PAYMENT,3000,44711873,250793116739,0
F001,2025-12-15,PAYMENT,500,44711873,250793116739,0
F001,2025-12-15,TRANSFER,4100,250792854596,250793116739,100
F001,2025-12-17,PAYMENT,2000,44711873,250793116739,0
F001,2025-12-17,PAYMENT,2300,49936578,250793116739,0
F001,2025-12-18,PAYMENT,4600,49936578,250793116739,0
F001,2025-12-19,TRANSFER,20000,250793116739,250792091161,0
F001,2025-12-20,PAYMENT,2000,44711873,250793116739,0
F001,2025-12-24,PAYMENT,3500,23439167,250793116739,0
F001,2025-12-24,TRANSFER,4900,250793116739,250791271782,0
F001,2025-12-26,TRANSFER,4600,250791870914,250793116739,100
F001,2025-12-28,PAYMENT,500,44711873,250793116739,0
F001,2025-12-28,TRANSFER,5000,250791940790,250793116739,100
F001,2026-01-01,PAYMENT,6400,49936578,250793116739,0
F001,2026-01-04,PAYMENT,500,44711873,250793116739,0
F001,2026-01-04,PAYMENT,3000,23439167,250793116739,0
F001,2026-01-06,TRANSFER,49000,250793116739,250788777572,0
F001,2026-01-06,PAYMENT,2000,44711873,250793116739,0
F001,2026-01-08,TRANSFER,4100,250793116739,250793160227,0
F001,2026-01-09,TRANSFER,5000,250789146316,250793116739,100
F001,2026-01-09,TRANSFER,4500,250793250867,250793116739,100
F001,2026-01-10,PAYMENT,2000,44711873,250793116739,0
F001,2026-01-10,PAYMENT,1800,49936578,250793116739,0
F001,2026-01-11,PAYMENT,1000,44711873,250793116739,0
F001,2026-01-14,PAYMENT,1500,44711873,250793116739,0
F001,2026-01-15,PAYMENT,3000,44711873,250793116739,0
F001,2026-01-17,PAYMENT,2100,49936578,250793116739,0
F001,2026-01-17,TRANSFER,2700,250791081247,250793116739,100
F001,2026-01-18,PAYMENT,33000,42706266,250793116739,0
F001,2026-01-18,PAYMENT,3200,49936578,250793116739,0
F001,2026-01-20,PAYMENT,1900,49936578,250793116739,0
F001,2026-01-21,PAYMENT,500,44711873,250793116739,0
F001,2026-01-21,PAYMENT,1900,49936578,250793116739,0
F001,2026-01-21,TRANSFER,2800,250789284913,250793116739,100
F001,2026-01-22,PAYMENT,7100,49936578,250793116739,0
F001,2026-01-25,PAYMENT,1500,44711873,250793116739,0
F001,2026-01-25,TRANSFER,3300,250790936406,250793116739,100
F001,2026-01-26,PAYMENT,5500,49936578,250793116739,0
F001,2026-01-27,TRANSFER,4900,250788145095,250793116739,100
F001,2026-02-03,PAYMENT,28000,44852685,250793116739,0
F001,2026-02-03,TRANSFER,3900,250788216881,250793116739,100
F001,2026-02-06,TRANSFER,61000,250793116739,250788777572,0
F001,2026-02-07,TRANSFER,66000,250793116739,250790256787,0
F001,2026-02-07,TRANSFER,5000,250789146316,250793116739,100
F001,2026-02-07,PAYMENT,6600,49936578,250793116739,0
F001,2026-02-09,PAYMENT,6200,49936578,250793116739,0
F001,2026-02-10,PAYMENT,500,44711873,250793116739,0
F001,2026-02-10,PAYMENT,8000,49936578,250793116739,0
F001,2026-02-11,PAYMENT,3200,49936578,250793116739,0
F001,2026-02-11,TRANSFER,3900,250791948791,250793116739,100
F001,2026-02-14,TRANSFER,5300,250793020480,250793116739,100
F001,2026-02-15,TRANSFER,5200,250791500149,250793116739,100
F001,2026-02-17,TRANSFER,84000,250793116739,250790256787,0
F001,2026-02-17,PAYMENT,500,44711873,250793116739,0
F001,2026-02-18,PAYMENT,4000,23439167,250793116739,0
F001,2026-02-18,TRANSFER,500,250790313118,250793116739,20
F001,2026-02-20,PAYMENT,1000,44711873,250793116739,0
F001,2026-02-20,PAYMENT,5100,49936578,250793116739,0
F001,2026-02-21,PAYMENT,3000,44711873,250793116739,0
F001,2026-02-23,PAYMENT,5000,49936578,250793116739,0
F001,2026-02-25,PAYMENT,3100,49936578,250793116739,0
F001,2026-02-27,PAYMENT,500,44711873,250793116739,0
F001,2026-02-27,TRANSFER,4400,250793116739,250792783826,0
F001,2026-02-28,PAYMENT,1500,44711873,250793116739,0
F001,2026-02-28,TRANSFER,7000,250793116739,250792838722,0
F001,2026-03-01,PAYMENT,3000,44711873,250793116739,0
F001,2026-03-01,PAYMENT,3700,49936578,250793116739,0
F001,2026-03-01,TRANSFER,3700,250790701364,250793116739,100
F001,2026-03-02,PAYMENT,7300,49936578,250793116739,0
F001,2026-03-03,PAYMENT,2100,49936578,250793116739,0
F001,2026-03-03,TRANSFER,6300,250793116739,250791142291,0
F001,2026-03-04,PAYMENT,3000,44711873,250793116739,0
F001,2026-03-05,TRANSFER,42000,250793116739,250788777572,0
F001,2026-03-06,PAYMENT,3000,23439167,250793116739,0
F001,2026-03-08,TRANSFER,3800,250793173061,250793116739,100
F001,2026-03-09,TRANSFER,5000,250789146316,250793116739,100
F001,2026-03-09,PAYMENT,6200,49936578,250793116739,0
F001,2026-03-09,TRANSFER,4300,250789652483,250793116739,100
F001,2026-03-11,PAYMENT,1000,44711873,250793116739,0
F001,2026-03-11,PAYMENT,30000,44852685,250793116739,0
F001,2026-03-12,PAYMENT,500,44711873,250793116739,0
F001,2026-03-14,PAYMENT,3100,49936578,250793116739,0
F001,2026-03-14,TRANSFER,4900,250788950983,250793116739,100
F001,2026-03-16,PAYMENT,500,44711873,250793116739,0
F001,2026-03-16,TRANSFER,3700,250792591807,250793116739,100
F001,2026-03-20,PAYMENT,500,44711873,250793116739,0
F001,2026-03-21,PAYMENT,2300,49936578,250793116739,0
F001,2026-04-01,PAYMENT,1300,49936578,250793116739,0
F001,2026-04-02,TRANSFER,3200,250790798207,250793116739,100
F001,2026-04-03,PAYMENT,500,44711873,250793116739,0
F001,2026-04-03,PAYMENT,4000,23439167,250793116739,0
F001,2026-04-03,PAYMENT,7800,49936578,250793116739,0
F001,2026-04-04,TRANSFER,56000,250793116739,250788777572,0
F001,2026-04-04,PAYMENT,4000,49936578,250793116739,0
F001,2026-04-05,PAYMENT,2000,44711873,250793116739,0
F001,2026-04-05,PAYMENT,5800,49936578,250793116739,0
F001,2026-04-06,TRANSFER,5000,250789146316,250793116739,100
F001,2026-04-06,TRANSFER,3600,250790788539,250793116739,100
F001,2026-04-07,TRANSFER,4000,250790875467,250793116739,100
F001,2026-04-08,TRANSFER,2600,250793116739,250788651517,0
F001,2026-04-09,TRANSFER,1200,250791020324,250793116739,100
F001,2026-04-09,TRANSFER,17000,250793116739,250792091161,0
F001,2026-04-11,TRANSFER,4900,250788998160,250793116739,100
F001,2026-04-13,TRANSFER,3400,250789681725,250793116739,100
F001,2026-04-14,PAYMENT,5500,49936578,250793116739,0
F001,2026-04-15,TRANSFER,1100,250793042213,250793116739,100
F001,2026-04-16,PAYMENT,1000,44711873,250793116739,0
F001,2026-04-18,PAYMENT,1500,44711873,250793116739,0
F001,2026-04-18,PAYMENT,2200,49936578,250793116739,0
F001,2026-04-20,PAYMENT,29000,42706266,250793116739,0
F001,2026-04-23,PAYMENT,4500,49936578,250793116739,0
F001,2026-04-24,PAYMENT,500,44711873,250793116739,0
F001,2026-04-25,PAYMENT,2000,49936578,250793116739,0
F001,2026-04-28,PAYMENT,1000,44711873,250793116739,0
F001,2026-04-28,PAYMENT,1300,49936578,250793116739,0
F001,2026-05-02,PAYMENT,3900,49936578,250793116739,0
F001,2026-05-04,PAYMENT,7400,49936578,250793116739,0
F001,2026-05-04,TRANSFER,5100,250789487623,250793116739,100
F001,2026-05-05,TRANSFER,51000,250793116739,250788777572,0
F001,2026-05-05,TRANSFER,5000,250789146316,250793116739,100
F001,2026-05-05,TRANSFER,2600,250790175939,250793116739,100
F001,2026-05-07,PAYMENT,1000,44711873,250793116739,0
F001,2026-05-07,PAYMENT,5600,49936578,250793116739,0
F001,2026-05-08,PAYMENT,4300,49936578,250793116739,0
F001,2026-05-08,TRANSFER,5500,250792784256,250793116739,100
F001,2026-05-10,PAYMENT,1500,44711873,250793116739,0
F001,2026-05-12,PAYMENT,1000,44711873,250793116739,0
F001,2026-05-12,PAYMENT,6100,49936578,250793116739,0
F001,2026-05-13,PAYMENT,500,44711873,250793116739,0
F001,2026-05-16,TRANSFER,1400,250789326147,250793116739,100
F001,2026-05-18,PAYMENT,500,44711873,250793116739,0
F001,2026-05-18,PAYMENT,2500,23439167,250793116739,0
F001,2026-05-19,TRANSFER,4100,250793116739,250791987203,0
F001,2026-05-22,PAYMENT,7100,49936578,250793116739,0
F001,2026-05-22,TRANSFER,1400,250792026925,250793116739,100
F001,2026-05-22,TRANSFER,6900,250793116739,250789079688,0
F001,2026-05-23,PAYMENT,500,44711873,250793116739,0
F001,2026-05-24,PAYMENT,500,44711873,250793116739,0
F001,2026-05-25,PAYMENT,1000,44711873,250793116739,0
F001,2026-05-26,PAYMENT,2300,49936578,250793116739,0
F001,2026-05-28,PAYMENT,500,44711873,250793116739,0
F001,2026-05-28,PAYMENT,2900,49936578,250793116739,0
F001,2026-06-01,PAYMENT,500,44711873,250793116739,0
F001,2026-06-01,PAYMENT,7400,49936578,250793116739,0
F001,2026-06-02,PAYMENT,500,44711873,250793116739,0
F001,2026-06-03,PAYMENT,500,44711873,250793116739,0
F001,2026-06-04,TRANSFER,49000,250793116739,250788777572,0
F001,2026-06-04,TRANSFER,5400,250788834904,250793116739,100
F001,2026-06-05,TRANSFER,5000,250789146316,250793116739,100
F001,2026-06-06,PAYMENT,4400,49936578,250793116739,0
F001,2026-06-08,PAYMENT,3000,44711873,250793116739,0
F001,2026-06-08,TRANSFER,11000,250793116739,250792091161,0
F001,2026-06-10,TRANSFER,5100,250788364069,250793116739,100
F001,2026-06-11,PAYMENT,7600,49936578,250793116739,0
F001,2026-06-13,TRANSFER,43000,250793116739,250790256787,0
F001,2026-06-14,PAYMENT,6500,49936578,250793116739,0
F001,2026-06-16,TRANSFER,1900,250793116739,250791379781,0
F001,2026-06-18,PAYMENT,2000,23439167,250793116739,0
F001,2026-06-19,PAYMENT,1000,44711873,250793116739,0
F001,2026-06-21,PAYMENT,500,44711873,250793116739,0
F001,2026-06-23,PAYMENT,1500,44711873,250793116739,0
F001,2026-06-23,TRANSFER,4900,250791693655,250793116739,100
F001,2026-06-25,TRANSFER,3500,250788530538,250793116739,100
F001,2026-06-26,PAYMENT,7000,49936578,250793116739,0
F001,2026-06-27,PAYMENT,7600,49936578,250793116739,0
F001,2026-06-27,TRANSFER,6200,250793116739,250791741666,0
F001,2026-06-28,PAYMENT,3000,49936578,250793116739,0
F001,2026-06-28,TRANSFER,5800,250790013266,250793116739,100
F001,2026-07-02,PAYMENT,2600,49936578,250793116739,0
F001,2026-07-04,PAYMENT,7700,49936578,250793116739,0
F001,2026-07-05,TRANSFER,45000,250793116739,250788777572,0
F001,2026-07-05,PAYMENT,1500,44711873,250793116739,0
F001,2026-07-06,TRANSFER,5000,250789146316,250793116739,100
F001,2026-07-06,PAYMENT,4800,49936578,250793116739,0
F001,2026-07-06,TRANSFER,2700,250792847458,250793116739,100
F001,2026-07-07,PAYMENT,1000,44711873,250793116739,0
F001,2026-07-08,PAYMENT,3900,49936578,250793116739,0
F001,2026-07-09,PAYMENT,500,44711873,250793116739,0
F002,2025-07-12,TRANSFER,5800,250793397399,250790669975,0
F002,2025-07-18,PAYMENT,500,36359461,250793397399,0
F002,2025-07-18,PAYMENT,3200,28668868,250793397399,0
F002,2025-07-22,TRANSFER,4300,250790710526,250793397399,100
F002,2025-07-23,PAYMENT,2000,36359461,250793397399,0
F002,2025-07-26,TRANSFER,5000,250789077449,250793397399,100
F002,2025-08-01,PAYMENT,1000,36359461,250793397399,0
F002,2025-08-01,PAYMENT,2100,28668868,250793397399,0
F002,2025-08-04,PAYMENT,500,36359461,250793397399,0
F002,2025-08-04,PAYMENT,3300,28668868,250793397399,0
F002,2025-08-08,PAYMENT,5300,28668868,250793397399,0
F002,2025-08-09,TRANSFER,3000,250790190672,250793397399,100
F002,2025-08-09,TRANSFER,3000,250789403380,250793397399,100
F002,2025-08-10,PAYMENT,500,36359461,250793397399,0
F002,2025-08-15,PAYMENT,1000,36359461,250793397399,0
F002,2025-08-15,TRANSFER,4500,250788248728,250793397399,100
F002,2025-08-16,PAYMENT,3000,36359461,250793397399,0
F002,2025-08-16,PAYMENT,900,28668868,250793397399,0
F002,2025-08-19,PAYMENT,1000,36359461,250793397399,0
F002,2025-08-19,PAYMENT,2500,27117561,250793397399,0
F002,2025-08-20,TRANSFER,10000,250793397399,250791892288,0
F002,2025-08-20,PAYMENT,5300,28668868,250793397399,0
F002,2025-08-21,PAYMENT,4100,28668868,250793397399,0
F002,2025-08-23,TRANSFER,14000,250793397399,250791892288,0
F002,2025-08-23,PAYMENT,1600,28668868,250793397399,0
F002,2025-08-23,TRANSFER,3600,250792376395,250793397399,100
F002,2025-08-23,TRANSFER,3400,250793397399,250788870357,0
F002,2025-08-24,PAYMENT,500,36359461,250793397399,0
F002,2025-09-01,TRANSFER,900,250792781369,250793397399,20
F002,2025-09-03,PAYMENT,2000,36359461,250793397399,0
F002,2025-09-04,PAYMENT,4900,28668868,250793397399,0
F002,2025-09-05,PAYMENT,3200,28668868,250793397399,0
F002,2025-09-09,TRANSFER,3000,250790190672,250793397399,100
F002,2025-09-09,TRANSFER,4600,250790813423,250793397399,100
F002,2025-09-13,PAYMENT,2000,36359461,250793397399,0
F002,2025-09-13,TRANSFER,2400,250792840886,250793397399,100
F002,2025-09-15,PAYMENT,5000,28668868,250793397399,0
F002,2025-09-16,PAYMENT,500,36359461,250793397399,0
F002,2025-09-16,PAYMENT,3500,27117561,250793397399,0
F002,2025-09-17,TRANSFER,8000,250793397399,250791892288,0
F002,2025-09-18,PAYMENT,19000,31905950,250793397399,0
F002,2025-09-18,PAYMENT,20000,46770811,250793397399,0
F002,2025-09-19,PAYMENT,500,36359461,250793397399,0
F002,2025-09-19,TRANSFER,3400,250789667542,250793397399,100
F002,2025-09-21,PAYMENT,3000,28668868,250793397399,0
F002,2025-09-27,PAYMENT,4200,28668868,250793397399,0
F002,2025-10-03,PAYMENT,500,36359461,250793397399,0
F002,2025-10-05,PAYMENT,5700,28668868,250793397399,0
F002,2025-10-07,PAYMENT,5000,28668868,250793397399,0
F002,2025-10-08,TRANSFER,12000,250793397399,250791892288,0
F002,2025-10-08,PAYMENT,1500,36359461,250793397399,0
F002,2025-10-08,PAYMENT,1900,28668868,250793397399,0
F002,2025-10-09,TRANSFER,3000,250790190672,250793397399,100
F002,2025-10-09,TRANSFER,5900,250793879060,250793397399,100
F002,2025-10-10,PAYMENT,3000,36359461,250793397399,0
F002,2025-10-12,PAYMENT,2500,27117561,250793397399,0
F002,2025-10-13,PAYMENT,1400,28668868,250793397399,0
F002,2025-10-15,PAYMENT,3100,28668868,250793397399,0
F002,2025-10-16,PAYMENT,4200,28668868,250793397399,0
F002,2025-10-18,PAYMENT,3600,28668868,250793397399,0
F002,2025-10-19,PAYMENT,1000,36359461,250793397399,0
F002,2025-10-22,TRANSFER,1600,250793101883,250793397399,100
F002,2025-10-24,TRANSFER,5600,250793041337,250793397399,100
F002,2025-10-24,TRANSFER,2100,250793397399,250788953813,0
F002,2025-10-25,TRANSFER,3000,250791034985,250793397399,100
F002,2025-10-26,PAYMENT,1500,36359461,250793397399,0
F002,2025-11-01,PAYMENT,5600,28668868,250793397399,0
F002,2025-11-07,TRANSFER,3000,250790190672,250793397399,100
F002,2025-11-10,PAYMENT,3000,36359461,250793397399,0
F002,2025-11-10,PAYMENT,4800,28668868,250793397399,0
F002,2025-11-11,TRANSFER,1900,250789138579,250793397399,100
F002,2025-11-13,PAYMENT,1500,36359461,250793397399,0
F002,2025-11-14,TRANSFER,4900,250790556639,250793397399,100
F002,2025-11-15,PAYMENT,1000,36359461,250793397399,0
F002,2025-11-17,PAYMENT,1000,36359461,250793397399,0
F002,2025-11-18,TRANSFER,9000,250793397399,250791892288,0
F002,2025-11-19,PAYMENT,2000,28668868,250793397399,0
F002,2025-11-22,PAYMENT,1500,27117561,250793397399,0
F002,2025-11-24,PAYMENT,4500,28668868,250793397399,0
F002,2025-11-24,TRANSFER,4600,250790870813,250793397399,100
F002,2025-11-25,TRANSFER,13000,250793397399,250791892288,0
F002,2025-11-25,PAYMENT,1500,36359461,250793397399,0
F002,2025-11-26,PAYMENT,5200,28668868,250793397399,0
F002,2025-11-27,PAYMENT,4800,28668868,250793397399,0
F002,2025-12-04,PAYMENT,500,36359461,250793397399,0
F002,2025-12-05,TRANSFER,3000,250790190672,250793397399,100
F002,2025-12-11,PAYMENT,2500,27117561,250793397399,0
F002,2025-12-11,PAYMENT,3400,28668868,250793397399,0
F002,2025-12-13,PAYMENT,2300,28668868,250793397399,0
F002,2025-12-15,TRANSFER,5000,250793397399,250791892288,0
F002,2025-12-15,PAYMENT,2800,28668868,250793397399,0
F002,2025-12-16,TRANSFER,2900,250793912677,250793397399,100
F002,2025-12-18,PAYMENT,5500,28668868,250793397399,0
F002,2025-12-20,PAYMENT,2000,36359461,250793397399,0
F002,2025-12-24,PAYMENT,500,36359461,250793397399,0
F002,2025-12-25,PAYMENT,1000,36359461,250793397399,0
F002,2025-12-25,PAYMENT,3900,28668868,250793397399,0
F002,2025-12-26,TRANSFER,7000,250793397399,250791892288,0
F002,2025-12-26,TRANSFER,3300,250788491081,250793397399,100
F002,2025-12-27,PAYMENT,2700,28668868,250793397399,0
F002,2025-12-27,TRANSFER,1100,250789790785,250793397399,100
F002,2026-01-02,PAYMENT,2000,28668868,250793397399,0
F002,2026-01-03,PAYMENT,500,36359461,250793397399,0
F002,2026-01-06,TRANSFER,3000,250790190672,250793397399,100
F002,2026-01-06,PAYMENT,500,36359461,250793397399,0
F002,2026-01-08,TRANSFER,9000,250793397399,250791892288,0
F002,2026-01-08,PAYMENT,1000,36359461,250793397399,0
F002,2026-01-10,PAYMENT,3000,27117561,250793397399,0
F002,2026-01-11,PAYMENT,26000,31905950,250793397399,0
F002,2026-01-11,PAYMENT,4900,28668868,250793397399,0
F002,2026-01-13,TRANSFER,10000,250793397399,250791892288,0
F002,2026-01-13,PAYMENT,1100,28668868,250793397399,0
F002,2026-01-13,TRANSFER,5100,250790094689,250793397399,100
F002,2026-01-16,PAYMENT,1800,28668868,250793397399,0
F002,2026-01-18,PAYMENT,1000,36359461,250793397399,0
F002,2026-01-19,TRANSFER,4100,250793397399,250793985967,0
F002,2026-01-22,TRANSFER,3700,250788277304,250793397399,100
F002,2026-01-23,PAYMENT,4900,28668868,250793397399,0
F002,2026-01-24,PAYMENT,5600,28668868,250793397399,0
F002,2026-01-24,TRANSFER,4900,250788476877,250793397399,100
F002,2026-01-26,PAYMENT,3500,28668868,250793397399,0
F002,2026-01-28,TRANSFER,3500,250793785395,250793397399,100
F002,2026-02-02,PAYMENT,500,36359461,250793397399,0
F002,2026-02-04,PAYMENT,4500,28668868,250793397399,0
F002,2026-02-04,TRANSFER,4400,250788649641,250793397399,100
F002,2026-02-07,TRANSFER,3000,250790190672,250793397399,100
F002,2026-02-08,PAYMENT,2000,36359461,250793397399,0
F002,2026-02-08,TRANSFER,5100,250790959715,250793397399,100
F002,2026-02-10,PAYMENT,500,36359461,250793397399,0
F002,2026-02-15,PAYMENT,1000,36359461,250793397399,0
F002,2026-02-15,PAYMENT,900,28668868,250793397399,0
F002,2026-02-16,TRANSFER,14000,250793397399,250791892288,0
F002,2026-02-17,PAYMENT,22000,46770811,250793397399,0
F002,2026-02-17,PAYMENT,2000,28668868,250793397399,0
F002,2026-02-18,TRANSFER,11000,250793397399,250791892288,0
F002,2026-02-22,TRANSFER,5500,250789679112,250793397399,100
F002,2026-02-23,PAYMENT,3000,36359461,250793397399,0
F002,2026-02-25,PAYMENT,3000,36359461,250793397399,0
F002,2026-02-27,PAYMENT,3000,27117561,250793397399,0
F002,2026-02-28,PAYMENT,2000,36359461,250793397399,0
